emp_no,dept_no,dept_name,title,to_date,birth_date
207050,d004,Production,Engineer,9999-01-01,1954-12-05
207053,d004,Production,Senior Engineer,9999-01-01,1955-11-05
207056,d005,Development,Technique Leader,9999-01-01,1952-07-09
207071,d003,Human Resources,Senior Staff,9999-01-01,1954-09-23
207073,d007,Sales,Staff,9999-01-01,1955-08-02
207077,d003,Human Resources,Staff,9999-01-01,1953-09-01
207078,d004,Production,Engineer,9999-01-01,1952-06-30
207080,d005,Development,Technique Leader,9999-01-01,1952-11-30
207087,d004,Production,Engineer,9999-01-01,1953-09-08
207090,d007,Sales,Senior Staff,9999-01-01,1952-09-09
207092,d009,Customer Service,Senior Staff,9999-01-01,1953-06-01
207095,d004,Production,Engineer,9999-01-01,1952-09-30
207100,d001,Marketing,Senior Staff,9999-01-01,1952-10-02
207106,d004,Production,Engineer,9999-01-01,1954-06-30
207118,d005,Development,Engineer,9999-01-01,1955-01-13
207120,d004,Production,Technique Leader,9999-01-01,1954-01-24
207138,d002,Finance,Senior Staff,9999-01-01,1953-07-26
207147,d006,Quality Management,Assistant Engineer,9999-01-01,1952-12-01
207148,d005,Development,Engineer,9999-01-01,1955-01-27
207150,d003,Human Resources,Senior Staff,9999-01-01,1952-03-31
207151,d005,Development,Senior Engineer,9999-01-01,1954-02-06
207154,d009,Customer Service,Staff,9999-01-01,1953-02-14
207162,d001,Marketing,Senior Staff,9999-01-01,1955-11-28
207163,d005,Development,Engineer,9999-01-01,1954-10-23
207166,d004,Production,Engineer,9999-01-01,1954-02-10
207167,d007,Sales,Staff,9999-01-01,1953-06-27
207176,d005,Development,Engineer,9999-01-01,1952-03-03
207177,d006,Quality Management,Engineer,9999-01-01,1953-01-29
207178,d005,Development,Engineer,9999-01-01,1954-03-02
207186,d007,Sales,Senior Staff,9999-01-01,1953-12-20
207190,d005,Development,Assistant Engineer,9999-01-01,1953-12-30
207197,d003,Human Resources,Senior Staff,9999-01-01,1952-10-31
207198,d005,Development,Engineer,9999-01-01,1952-04-24
207201,d001,Marketing,Senior Staff,9999-01-01,1953-08-28
207208,d005,Development,Assistant Engineer,9999-01-01,1953-08-02
207215,d004,Production,Engineer,9999-01-01,1955-07-21
207223,d004,Production,Assistant Engineer,9999-01-01,1954-04-04
207225,d005,Development,Engineer,9999-01-01,1953-07-31
207227,d005,Development,Technique Leader,9999-01-01,1952-05-09
207232,d004,Production,Technique Leader,9999-01-01,1952-09-27
207233,d004,Production,Engineer,9999-01-01,1955-06-25
207256,d005,Development,Engineer,9999-01-01,1954-01-04
207263,d002,Finance,Senior Staff,9999-01-01,1953-09-30
207268,d002,Finance,Senior Staff,9999-01-01,1954-09-19
207274,d007,Sales,Staff,9999-01-01,1955-02-27
207276,d005,Development,Assistant Engineer,9999-01-01,1955-04-21
207279,d003,Human Resources,Senior Staff,9999-01-01,1955-03-13
207282,d006,Quality Management,Engineer,9999-01-01,1954-09-28
207291,d002,Finance,Senior Staff,9999-01-01,1955-03-10
207294,d009,Customer Service,Staff,9999-01-01,1952-04-20
207295,d004,Production,Assistant Engineer,9999-01-01,1952-02-23
207296,d001,Marketing,Senior Staff,9999-01-01,1954-08-03
207302,d009,Customer Service,Senior Staff,9999-01-01,1955-06-17
207303,d007,Sales,Staff,9999-01-01,1954-02-12
207304,d005,Development,Technique Leader,9999-01-01,1952-09-05
207307,d005,Development,Engineer,9999-01-01,1955-03-02
207311,d008,Research,Senior Staff,9999-01-01,1952-08-12
207313,d006,Quality Management,Senior Engineer,9999-01-01,1955-09-14
207317,d007,Sales,Senior Staff,9999-01-01,1953-09-02
207318,d001,Marketing,Staff,9999-01-01,1955-04-18
207323,d005,Development,Senior Engineer,9999-01-01,1954-02-05
207326,d004,Production,Engineer,9999-01-01,1954-04-09
207327,d007,Sales,Senior Staff,9999-01-01,1952-07-26
207333,d002,Finance,Senior Staff,9999-01-01,1954-04-06
207340,d007,Sales,Staff,9999-01-01,1955-09-24
207353,d001,Marketing,Staff,9999-01-01,1952-03-03
207355,d004,Production,Engineer,9999-01-01,1954-10-15
207370,d005,Development,Engineer,9999-01-01,1953-05-29
207373,d003,Human Resources,Staff,9999-01-01,1953-08-16
207380,d004,Production,Senior Engineer,9999-01-01,1954-02-04
207381,d004,Production,Engineer,9999-01-01,1952-08-15
207383,d005,Development,Engineer,9999-01-01,1955-04-06
207391,d007,Sales,Staff,9999-01-01,1954-11-01
207392,d009,Customer Service,Senior Staff,9999-01-01,1955-06-24
207396,d005,Development,Assistant Engineer,9999-01-01,1954-11-22
207397,d003,Human Resources,Senior Staff,9999-01-01,1954-02-06
207406,d001,Marketing,Senior Staff,9999-01-01,1955-06-18
207411,d007,Sales,Senior Staff,9999-01-01,1955-02-17
207416,d007,Sales,Senior Staff,9999-01-01,1954-10-08
207425,d004,Production,Engineer,9999-01-01,1955-05-28
207426,d004,Production,Assistant Engineer,9999-01-01,1953-09-20
207429,d003,Human Resources,Staff,9999-01-01,1954-10-07
207431,d007,Sales,Senior Staff,9999-01-01,1954-05-05
207434,d004,Production,Engineer,9999-01-01,1952-02-12
207437,d006,Quality Management,Engineer,9999-01-01,1953-02-03
207439,d006,Quality Management,Engineer,9999-01-01,1953-07-21
207441,d006,Quality Management,Engineer,9999-01-01,1953-12-22
207448,d002,Finance,Senior Staff,9999-01-01,1953-10-29
207452,d009,Customer Service,Staff,9999-01-01,1955-11-07
207454,d004,Production,Engineer,9999-01-01,1952-12-31
207455,d005,Development,Engineer,9999-01-01,1954-12-10
207458,d001,Marketing,Senior Staff,9999-01-01,1954-05-01
207460,d002,Finance,Senior Staff,9999-01-01,1952-05-27
207462,d007,Sales,Senior Staff,9999-01-01,1952-04-05
207474,d004,Production,Senior Engineer,9999-01-01,1955-11-13
207486,d009,Customer Service,Senior Staff,9999-01-01,1953-02-07
207489,d004,Production,Senior Engineer,9999-01-01,1953-07-07
207512,d007,Sales,Senior Staff,9999-01-01,1954-05-08
207514,d009,Customer Service,Staff,9999-01-01,1954-09-10
207515,d005,Development,Engineer,9999-01-01,1952-12-26
207518,d007,Sales,Senior Staff,9999-01-01,1955-01-27
207523,d005,Development,Senior Engineer,9999-01-01,1954-10-20
207532,d007,Sales,Senior Staff,9999-01-01,1954-10-15
207536,d006,Quality Management,Assistant Engineer,9999-01-01,1954-03-20
207538,d007,Sales,Senior Staff,9999-01-01,1954-02-21
207539,d004,Production,Engineer,9999-01-01,1954-01-21
207544,d008,Research,Senior Staff,9999-01-01,1955-09-16
207548,d008,Research,Senior Staff,9999-01-01,1953-12-03
207549,d004,Production,Technique Leader,9999-01-01,1952-04-04
207558,d001,Marketing,Senior Staff,9999-01-01,1952-11-04
207563,d003,Human Resources,Senior Staff,9999-01-01,1953-10-25
207570,d007,Sales,Senior Staff,9999-01-01,1953-05-15
207576,d009,Customer Service,Senior Staff,9999-01-01,1955-01-10
207580,d009,Customer Service,Staff,9999-01-01,1953-09-27
207583,d008,Research,Senior Staff,9999-01-01,1952-11-18
207584,d005,Development,Senior Engineer,9999-01-01,1954-12-13
207585,d005,Development,Engineer,9999-01-01,1955-12-28
207587,d001,Marketing,Senior Staff,9999-01-01,1952-08-11
207590,d005,Development,Engineer,9999-01-01,1952-05-07
207597,d005,Development,Senior Engineer,9999-01-01,1954-11-04
207609,d001,Marketing,Staff,9999-01-01,1952-06-25
207614,d005,Development,Senior Engineer,9999-01-01,1952-05-06
207621,d006,Quality Management,Engineer,9999-01-01,1954-06-30
207629,d004,Production,Engineer,9999-01-01,1954-09-29
207638,d004,Production,Engineer,9999-01-01,1953-01-11
207639,d001,Marketing,Senior Staff,9999-01-01,1953-02-05
207645,d009,Customer Service,Senior Staff,9999-01-01,1952-07-20
207648,d002,Finance,Senior Staff,9999-01-01,1954-05-26
207650,d004,Production,Engineer,9999-01-01,1954-10-09
207652,d009,Customer Service,Senior Staff,9999-01-01,1952-08-11
207658,d005,Development,Senior Engineer,9999-01-01,1952-02-01
207660,d004,Production,Engineer,9999-01-01,1954-04-03
207661,d007,Sales,Senior Staff,9999-01-01,1953-02-05
207662,d008,Research,Engineer,9999-01-01,1955-10-16
207672,d004,Production,Technique Leader,9999-01-01,1954-05-19
207676,d004,Production,Assistant Engineer,9999-01-01,1953-11-03
207679,d007,Sales,Senior Staff,9999-01-01,1955-06-22
207683,d008,Research,Senior Staff,9999-01-01,1955-03-11
207684,d007,Sales,Senior Staff,9999-01-01,1954-03-16
207685,d008,Research,Senior Staff,9999-01-01,1954-06-03
207688,d004,Production,Engineer,9999-01-01,1955-12-21
207691,d005,Development,Senior Engineer,9999-01-01,1952-09-06
207693,d004,Production,Senior Engineer,9999-01-01,1954-05-27
207699,d004,Production,Engineer,9999-01-01,1953-02-24
207701,d004,Production,Engineer,9999-01-01,1953-02-23
207706,d004,Production,Engineer,9999-01-01,1954-09-11
207711,d009,Customer Service,Senior Staff,9999-01-01,1953-09-03
207712,d007,Sales,Senior Staff,9999-01-01,1953-11-22
207716,d007,Sales,Senior Staff,9999-01-01,1954-12-19
207733,d004,Production,Engineer,9999-01-01,1952-09-23
207734,d004,Production,Senior Staff,9999-01-01,1955-05-02
207738,d004,Production,Engineer,9999-01-01,1954-11-07
207746,d004,Production,Senior Engineer,9999-01-01,1953-07-07
207760,d008,Research,Staff,9999-01-01,1954-01-24
207761,d005,Development,Senior Engineer,9999-01-01,1952-04-26
207762,d004,Production,Engineer,9999-01-01,1955-05-25
207765,d007,Sales,Staff,9999-01-01,1955-10-01
207766,d003,Human Resources,Senior Staff,9999-01-01,1954-04-18
207769,d002,Finance,Senior Staff,9999-01-01,1954-09-18
207770,d002,Finance,Senior Staff,9999-01-01,1952-04-28
207771,d009,Customer Service,Senior Staff,9999-01-01,1952-12-13
207772,d004,Production,Engineer,9999-01-01,1955-02-08
207773,d008,Research,Senior Engineer,9999-01-01,1953-02-28
207774,d003,Human Resources,Senior Staff,9999-01-01,1953-08-17
207780,d005,Development,Engineer,9999-01-01,1955-05-14
207782,d003,Human Resources,Senior Staff,9999-01-01,1952-09-15
207784,d005,Development,Engineer,9999-01-01,1953-07-02
207792,d004,Production,Senior Engineer,9999-01-01,1954-08-08
207793,d004,Production,Engineer,9999-01-01,1955-02-18
207794,d009,Customer Service,Senior Staff,9999-01-01,1955-04-19
207795,d001,Marketing,Senior Staff,9999-01-01,1953-02-07
207798,d007,Sales,Senior Staff,9999-01-01,1952-09-03
207800,d008,Research,Engineer,9999-01-01,1955-10-15
207801,d008,Research,Senior Staff,9999-01-01,1953-03-01
207808,d004,Production,Technique Leader,9999-01-01,1953-05-07
207812,d006,Quality Management,Engineer,9999-01-01,1953-11-13
207815,d004,Production,Assistant Engineer,9999-01-01,1954-09-07
207816,d008,Research,Staff,9999-01-01,1955-05-09
207820,d005,Development,Senior Engineer,9999-01-01,1953-11-07
207823,d005,Development,Engineer,9999-01-01,1953-07-11
207825,d004,Production,Engineer,9999-01-01,1952-10-23
207827,d008,Research,Senior Staff,9999-01-01,1952-11-22
207832,d004,Production,Engineer,9999-01-01,1955-11-25
207840,d005,Development,Engineer,9999-01-01,1955-06-25
207841,d004,Production,Senior Engineer,9999-01-01,1954-10-15
207854,d003,Human Resources,Senior Staff,9999-01-01,1953-02-02
207855,d005,Development,Engineer,9999-01-01,1954-05-08
207856,d009,Customer Service,Senior Staff,9999-01-01,1952-11-18
207858,d004,Production,Engineer,9999-01-01,1954-04-01
207860,d005,Development,Engineer,9999-01-01,1955-03-26
207861,d001,Marketing,Staff,9999-01-01,1954-10-30
207864,d009,Customer Service,Senior Staff,9999-01-01,1952-04-28
207870,d005,Development,Engineer,9999-01-01,1953-01-04
207873,d004,Production,Engineer,9999-01-01,1953-02-19
207876,d004,Production,Engineer,9999-01-01,1955-12-23
207877,d005,Development,Technique Leader,9999-01-01,1953-04-16
207878,d002,Finance,Senior Staff,9999-01-01,1952-09-19
207904,d003,Human Resources,Staff,9999-01-01,1953-03-24
207905,d004,Production,Engineer,9999-01-01,1955-10-19
207906,d004,Production,Engineer,9999-01-01,1952-12-15
207914,d004,Production,Technique Leader,9999-01-01,1953-12-28
207915,d005,Development,Engineer,9999-01-01,1954-03-11
207930,d005,Development,Senior Staff,9999-01-01,1954-05-19
207941,d007,Sales,Senior Staff,9999-01-01,1955-10-12
207945,d004,Production,Engineer,9999-01-01,1952-04-04
207947,d003,Human Resources,Senior Staff,9999-01-01,1955-11-29
207948,d008,Research,Staff,9999-01-01,1953-03-19
207949,d005,Development,Engineer,9999-01-01,1953-04-18
207951,d002,Finance,Staff,9999-01-01,1952-06-16
207954,d007,Sales,Staff,9999-01-01,1952-12-01
207955,d002,Finance,Senior Staff,9999-01-01,1952-12-25
207960,d001,Marketing,Staff,9999-01-01,1954-08-21
207963,d005,Development,Technique Leader,9999-01-01,1955-06-12
207969,d007,Sales,Senior Staff,9999-01-01,1955-10-09
207975,d004,Production,Engineer,9999-01-01,1952-11-18
207976,d008,Research,Senior Staff,9999-01-01,1954-01-09
207977,d005,Development,Engineer,9999-01-01,1955-03-12
207987,d005,Development,Engineer,9999-01-01,1953-12-23
207988,d004,Production,Senior Engineer,9999-01-01,1955-04-27
208003,d008,Research,Engineer,9999-01-01,1952-09-18
208009,d009,Customer Service,Senior Staff,9999-01-01,1955-08-04
208012,d009,Customer Service,Senior Staff,9999-01-01,1952-08-06
208014,d005,Development,Technique Leader,9999-01-01,1955-04-08
208018,d004,Production,Senior Engineer,9999-01-01,1954-03-08
208019,d003,Human Resources,Senior Staff,9999-01-01,1952-05-06
208020,d005,Development,Engineer,9999-01-01,1952-05-20
208023,d005,Development,Senior Engineer,9999-01-01,1952-12-25
208028,d004,Production,Engineer,9999-01-01,1952-06-25
208031,d004,Production,Engineer,9999-01-01,1955-07-25
208032,d009,Customer Service,Senior Staff,9999-01-01,1953-10-16
208035,d006,Quality Management,Technique Leader,9999-01-01,1954-09-28
208037,d002,Finance,Senior Staff,9999-01-01,1954-03-16
208040,d004,Production,Engineer,9999-01-01,1954-10-14
208044,d006,Quality Management,Engineer,9999-01-01,1955-02-07
208046,d005,Development,Senior Engineer,9999-01-01,1953-05-29
208049,d007,Sales,Staff,9999-01-01,1954-02-05
208050,d001,Marketing,Staff,9999-01-01,1953-01-16
208053,d005,Development,Engineer,9999-01-01,1955-01-17
208056,d005,Development,Engineer,9999-01-01,1955-03-21
208065,d005,Development,Engineer,9999-01-01,1952-06-18
208066,d009,Customer Service,Senior Engineer,9999-01-01,1954-06-22
208067,d008,Research,Staff,9999-01-01,1954-10-14
208069,d004,Production,Engineer,9999-01-01,1954-08-04
208071,d004,Production,Engineer,9999-01-01,1953-11-07
208073,d004,Production,Engineer,9999-01-01,1953-06-22
208082,d003,Human Resources,Senior Staff,9999-01-01,1952-10-09
208083,d004,Production,Engineer,9999-01-01,1954-10-05
208086,d004,Production,Engineer,9999-01-01,1952-07-23
208087,d002,Finance,Senior Staff,9999-01-01,1952-03-07
208093,d006,Quality Management,Engineer,9999-01-01,1954-02-11
208094,d007,Sales,Senior Staff,9999-01-01,1955-07-08
208100,d005,Development,Engineer,9999-01-01,1955-04-08
208101,d006,Quality Management,Technique Leader,9999-01-01,1954-01-23
208107,d001,Marketing,Senior Staff,9999-01-01,1953-04-23
208109,d005,Development,Senior Engineer,9999-01-01,1953-04-09
208111,d001,Marketing,Senior Staff,9999-01-01,1952-09-08
208114,d002,Finance,Senior Staff,9999-01-01,1952-02-11
208118,d004,Production,Senior Engineer,9999-01-01,1953-12-23
208119,d003,Human Resources,Senior Staff,9999-01-01,1955-05-28
208133,d005,Development,Engineer,9999-01-01,1954-12-04
208134,d005,Development,Engineer,9999-01-01,1954-04-28
208136,d006,Quality Management,Engineer,9999-01-01,1955-02-20
208139,d006,Quality Management,Engineer,9999-01-01,1953-07-19
208141,d007,Sales,Senior Staff,9999-01-01,1953-07-21
208142,d003,Human Resources,Senior Staff,9999-01-01,1953-03-13
208148,d003,Human Resources,Staff,9999-01-01,1953-09-09
208151,d005,Development,Engineer,9999-01-01,1952-03-11
208152,d007,Sales,Senior Staff,9999-01-01,1955-09-10
208154,d009,Customer Service,Senior Staff,9999-01-01,1953-11-19
208162,d001,Marketing,Senior Staff,9999-01-01,1952-09-18
208169,d005,Development,Engineer,9999-01-01,1953-03-07
208171,d004,Production,Senior Engineer,9999-01-01,1952-04-12
208177,d009,Customer Service,Senior Staff,9999-01-01,1953-06-03
208186,d002,Finance,Senior Staff,9999-01-01,1955-06-14
208189,d004,Production,Engineer,9999-01-01,1952-06-11
208190,d004,Production,Engineer,9999-01-01,1952-07-17
208191,d005,Development,Engineer,9999-01-01,1954-02-27
208196,d003,Human Resources,Senior Staff,9999-01-01,1952-12-19
208197,d003,Human Resources,Senior Staff,9999-01-01,1953-05-29
208200,d005,Development,Senior Engineer,9999-01-01,1955-04-02
208204,d004,Production,Engineer,9999-01-01,1953-06-14
208209,d007,Sales,Staff,9999-01-01,1953-11-18
208212,d007,Sales,Senior Staff,9999-01-01,1953-11-12
208213,d004,Production,Senior Engineer,9999-01-01,1955-09-01
208215,d003,Human Resources,Senior Staff,9999-01-01,1955-05-08
208216,d005,Development,Senior Engineer,9999-01-01,1952-07-23
208218,d005,Development,Engineer,9999-01-01,1952-10-11
208219,d009,Customer Service,Senior Staff,9999-01-01,1954-11-24
208220,d006,Quality Management,Engineer,9999-01-01,1954-01-17
208221,d004,Production,Engineer,9999-01-01,1953-03-03
208225,d004,Production,Assistant Engineer,9999-01-01,1952-08-24
208227,d003,Human Resources,Senior Staff,9999-01-01,1954-09-29
208244,d004,Production,Senior Engineer,9999-01-01,1952-04-18
208245,d004,Production,Senior Engineer,9999-01-01,1955-05-06
208249,d005,Development,Engineer,9999-01-01,1955-09-12
208256,d005,Development,Assistant Engineer,9999-01-01,1955-08-10
208257,d004,Production,Senior Engineer,9999-01-01,1954-07-16
208258,d005,Development,Assistant Engineer,9999-01-01,1954-11-25
208269,d001,Marketing,Senior Staff,9999-01-01,1954-07-25
208277,d004,Production,Engineer,9999-01-01,1953-04-18
208293,d004,Production,Senior Engineer,9999-01-01,1952-05-24
208297,d004,Production,Senior Engineer,9999-01-01,1955-04-17
208304,d004,Production,Engineer,9999-01-01,1955-02-04
208306,d005,Development,Engineer,9999-01-01,1952-03-04
208311,d004,Production,Assistant Engineer,9999-01-01,1953-04-25
208318,d008,Research,Assistant Engineer,9999-01-01,1953-03-02
208334,d007,Sales,Senior Staff,9999-01-01,1952-11-05
208335,d008,Research,Senior Staff,9999-01-01,1955-04-24
208344,d001,Marketing,Staff,9999-01-01,1955-10-05
208345,d005,Development,Technique Leader,9999-01-01,1954-01-17
208346,d005,Development,Engineer,9999-01-01,1953-12-18
208354,d003,Human Resources,Senior Staff,9999-01-01,1952-06-06
208358,d002,Finance,Senior Staff,9999-01-01,1955-01-11
208370,d005,Development,Assistant Engineer,9999-01-01,1952-06-27
208374,d005,Development,Engineer,9999-01-01,1954-11-17
208383,d004,Production,Engineer,9999-01-01,1953-10-21
208392,d003,Human Resources,Senior Staff,9999-01-01,1952-09-11
208393,d005,Development,Senior Staff,9999-01-01,1955-09-19
208401,d005,Development,Senior Engineer,9999-01-01,1954-02-07
208407,d008,Research,Senior Staff,9999-01-01,1953-01-12
208409,d003,Human Resources,Senior Staff,9999-01-01,1953-12-10
208413,d007,Sales,Senior Staff,9999-01-01,1953-10-12
208417,d003,Human Resources,Senior Staff,9999-01-01,1952-12-13
208427,d003,Human Resources,Staff,9999-01-01,1952-08-31
208433,d005,Development,Technique Leader,9999-01-01,1952-02-13
